ID,Title,Location,Salary,Summary
e91b5984e7f5d3fd,"데이터베이스개발자, 웹개발 신입/경력 정규직",서울 영등포구,"연봉 36,000,000원 - 60,000,000원","개발자 ㆍCss/html 등 웹디자인 관련 유경험자 ㆍ자바스크립트, Python, C++, 닷넷 등 ㆍNode, Selenium, electron... 관련 유경험자ㆍ자바스크립트, Python, C++, 닷넷 등 ㆍNode..."
3401d79fd1673757,머신러닝 Integration 담당자 영입,서울 중구,,게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임... 응용프로그래머>JAVA|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>ERP·시스템분석·설계>인공지능(AI) 분석
5b0e88a7d6d4afce,[메디픽셀] 딥러닝 & SW 개발 엔지니어,서울 마포구,,"learning framework에 대한 이해가 있으신 분ㆍ C++, python 개발 경험이 있으신 분[우대사항]ㆍ관련 학과 석사 이상 학위(컴퓨터... 통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임..."
56336e1593f93f5c,new협업도구 및 코드관리도구 운영담당자 영입,성남 분당구,,통신·모바일·게임>응용프로그래머>Linux|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python
77d2adf110c6347c,new[네이버계열사][NIT Service] 네이버 클라우드 플랫폼 기술지원,성남 분당구,,"AWS, Azure, KT Cloud 등)- Shell Script, Python 활용 가능 0 명 근무조건 고용형태: 정규직(수습기간3개월)급여조건... Windows|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
ccd4a97adf6050b4,newAnalytical Consultant,서울,,"experience in project delivery Experienced using SAS, R or Python Ability to communicate with people with various technical..."
da0a91b3a7b28b53,[Business Assessment Office] Jr. IT Internal Auditor (3년 이상),서울 강남구,,"저희가 찾는 그 분입니다! CFE, CISA, CISSP 자격증 보유 Python, Powershell 등의 스크립팅 언어 사용/개발 능력이 있으신 분... 지원>IT기술지원|인터넷·IT·통신·모바일·게임>응용프로그래머> Python"
de3ba485f112579b,new컴파일러 엔지니어,성남 분당구,"연봉 50,000,000원 - 150,000,000원",인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>인공지능(AI)|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>빅데이터...
8ad4e730a734cd06,new토링(주) 웹개발자(프론트/백엔드/풀스택),서울 강남구,,"ASP, HTML, 백엔드, 프론트엔드, 응용프로그램개발, IOS앱개발, Android앱개발, API, Python, Java, 데이터베이스·DBA, MS-SQL, MySQL, 데이타마이닝, Oracle 모집학력 학력무관..."
53fbfe54f327d9dc,AI Software Engineer,경기도 성남,,"TensorFlow 5+ years of programming experience in Python, C/C++ and MATLAB Experience working with other developers using Git..."
