ID,Title,Location,Salary,Summary
b218093a44af3aea,삼성 청년 SW 아카데미 8기,서울 강남구,,로그래머>머신러닝(ML)|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>웹개발|인터넷·IT·통신... 통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임...
ac9068957c550cb3,데이터 전문가(모델러/분석가/엔지니어) 모집,성남 판교역,,대용량 데이터를 효율적으로 사용하기 위한 기반 데이터 가공 지원자격 데이터 사이언스를 위한 언어(R/ Python/Scala) 및 도구(scikit-learn/Spark MLlib/Tensorflow/Pytorch 등)를...
e36b281df2933890,[위메프서비스] E-Commerce 데이터엔지니어/NLP개발자,대한민국,,"우리가 사용하는 기술] 개발언어: Python, Java 하둡인프라... 시스템 Hadoop 및 Spark 경험이 있으신 분 Java, Python 개발 능력을 보유하신 분(중급 이상) Hadoop Ecosystem..."
3b7dbdf85a326a6d,국내 대기업 - AI 및 딥러닝 관련 경력자,서울,,"관련 전문 지식 있는 분 - Python 또는 Scala, JAVA 활용... 레임워크 활용 역량 좋은 분- 자연어처리 관련 전문 지식 있는 분- Python 또는 Scala, JAVA 활용 역량- 미디어/커머스/전자/IT 업계..."
681608bebd3b74e8,GUI 시스템 개발,서울 송파구,,로그래머>백엔드|인터넷·IT·통신·모바일·게임>웹프로그래머>프론트엔드|인터넷·IT·통신·모바일·게임>웹프로그래머> Python|인터넷·IT·통신·모바일·게임>웹프로그래머>ASP.NET|인터넷·IT·통신·모바일·게임>웹프로그래머...
926503c8793584ef,new인공지능(AI) 모델링 분야 정규직 부문 신입,서울 성동구,,"문인공지능 모델링 모집직무인공지능(AI)·빅데이터, 인공지능(AI), Python, 빅데이터 모집학력대학교(4년)고용형태정규직 인터넷·IT·통신·모바... 터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python"
35edadb6d2243223,[AI 가상인간 기술 스타트업] (주)유어라운드 AI 연구개발자,서울 마포구,,"이동, 전송 등의 작업)- 딥러닝 모델에 대한 기본적인 지식 보유자- Python으로 코드작성이 가능하신 분- 이미지 데이터 처리 경험이 있으신 분... 게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임..."
5068ea0cd85ca352,new2022년 RIST 위촉직 연구원 수시,포항 남구,,기계·기술·화학·연구개발>광학·의료장비>의료장비|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>응용프로그래머> Python|인터넷·IT·통신·모바일·게임>응용프로그래머>JAVA
4c25d6649f8434a8,[외국계 스타트업 미소] Business Analyst Intern (정규직 전환형),서울,,통신·모바일·게임>빅데이터·AI(인공지능)>데이터분석|인터넷·IT·통신·모바일·게임>빅데이터·AI(인공지능)> Python|인터넷·IT·통신·모바일·게임>데이터베이스·DBA>MySQL|인터넷·IT·통신·모바일·게임>데이터베이스...
caaf48261cc4c515,new웹 크롤러 전문가,서울 중구,,"HBase, Spark 등 데이터 처리 경험Elasticsearch, RDBMS(MySQL) 운영 경험 Python, Java, Scala 등 개발 숙련자Linux 시스템 개발 및 운영 경험 인터넷·IT·통신·모바일·게임>빅데..."
